timestamp,spot
2026-03-16T12:30:00+05:30,23156.1504
2026-03-16T12:35:00+05:30,23141.5996
2026-03-16T12:40:00+05:30,23153.5508
2026-03-16T12:50:00+05:30,23097.3496
2026-03-16T13:10:00+05:30,23118.4004
2026-03-16T13:20:00+05:30,23163.3496
2026-03-16T14:00:00+05:30,23124.3496
2026-03-16T14:05:00+05:30,23131.5996
2026-03-16T14:10:00+05:30,23156.5
2026-03-16T14:15:00+05:30,23144.6504
2026-03-16T14:20:00+05:30,23256.6992
2026-03-16T15:05:00+05:30,23444.4004
2026-03-16T15:25:00+05:30,23355.5996
2026-03-16T15:25:00+05:30,23355.5996
